allow_long,allow_short,atr_stop_mult,atr_tp_mult,break_even_atr,deploy_score,donchian_lookback,ema_fast,ema_slow,exit_on_flat_signal,family,max_holding_bars,min_holding_bars,mom_lookback,mom_min,move_stop_after_partial,partial_exit_atr,partial_exit_fraction,poc_distance_max,profile_lookback,profile_value_area,rsi_high,rsi_low,slope_bars,slope_min,stress_alpha,stress_avg_drawdown,stress_avg_drawdown_r,stress_avg_holding_bars,stress_avg_loss,stress_avg_loss_r,stress_avg_pnl,stress_avg_r_multiple,stress_avg_trade_return,stress_avg_win,stress_avg_win_r,stress_best_month,stress_best_trade,stress_best_trade_r,stress_beta,stress_cagr,stress_cagr_pct,stress_calmar_ratio,stress_cvar_95,stress_expectancy,stress_expectancy_r,stress_exposure_pct,stress_gross_loss,stress_gross_profit,stress_losing_trades,stress_max_consecutive_losses,stress_max_consecutive_wins,stress_max_drawdown,stress_max_drawdown_duration,stress_max_drawdown_pct,stress_max_drawdown_r,stress_median_pnl,stress_median_r_multiple,stress_median_trade_return,stress_pass,stress_payoff_ratio,stress_profit_factor,stress_profitable_months,stress_recovery_factor,stress_sharpe_ratio,stress_sortino_ratio,stress_total_fees,stress_total_months,stress_total_return,stress_total_return_pct,stress_total_slippage,stress_total_trades,stress_trades_per_day,stress_trades_per_week,stress_ulcer_index,stress_var_95,stress_win_rate,stress_winning_trades,stress_worst_month,stress_worst_trade,stress_worst_trade_r,trail_atr_mult,trend_strength_max,trial,use_break_even,use_partial_exit,use_poc_target,use_trailing_stop,validation_alpha,validation_avg_drawdown,validation_avg_drawdown_r,validation_avg_holding_bars,validation_avg_loss,validation_avg_loss_r,validation_avg_pnl,validation_avg_r_multiple,validation_avg_trade_return,validation_avg_win,validation_avg_win_r,validation_best_month,validation_best_trade,validation_best_trade_r,validation_beta,validation_cagr,validation_cagr_pct,validation_calmar_ratio,validation_cvar_95,validation_expectancy,validation_expectancy_r,validation_exposure_pct,validation_gross_loss,validation_gross_profit,validation_losing_trades,validation_max_consecutive_losses,validation_max_consecutive_wins,validation_max_drawdown,validation_max_drawdown_duration,validation_max_drawdown_pct,validation_max_drawdown_r,validation_median_pnl,validation_median_r_multiple,validation_median_trade_return,validation_pass,validation_payoff_ratio,validation_profit_factor,validation_profitable_months,validation_recovery_factor,validation_sharpe_ratio,validation_sortino_ratio,validation_total_fees,validation_total_months,validation_total_return,validation_total_return_pct,validation_total_slippage,validation_total_trades,validation_trades_per_day,validation_trades_per_week,validation_ulcer_index,validation_var_95,validation_win_rate,validation_winning_trades,validation_worst_month,validation_worst_trade,validation_worst_trade_r,volatility_max,volatility_min,volume_lookback,volume_min,vwap_band_atr,vwap_distance_max,vwap_lookback,wf_gate_windows,wf_max_dd_r,wf_mean_exp_r,wf_mean_pf,wf_mean_win_rate,wf_positive_exp,wf_rank,wf_score,wf_total_trades,wf_windows
True,True,1.5,8.0,1.5,300.7848081637519,30,30,200,True,momentum_volume_breakout,72,8,6,0.005,True,1.5,0.33,0.005,72,0.75,65.56142688179145,27.451844176270605,24,0.0005,0.0,-0.00876647810639238,1.3357330304688069,8,-675.9665188654759,-0.476404598222007,473.4697871424906,0.3199216053878624,0.0061914973531829185,1552.1715512422743,1.0672431195448169,0.12015765562963177,12885.18424367917,6.8564873411920875,0.0,0.7416343999602586,74.16343999602586,12.676091638271656,-4.7292150786073196e-05,473.4697871424906,0.3199216053878624,0.1637521154001128,82467.91530158806,201782.30166149576,122,7,6,-0.058506550845776155,1585,5.850655084577616,5.9960550807205575,44.586574442944425,0.034249076834199546,0.0007205375953757303,False,2.296225490350317,2.4467976536519784,16,20.393337948501124,3.055060580748063,2.1223788873970593,39682.82216559088,17,1.1931438635990774,119.31438635990774,39683.02084581794,252,0.4874274661508704,3.411992263056093,0.014513159765868843,0.0,0.5158730158730159,130,0.0,-1495.6409935887636,-0.7012804362376119,1.0,0.08,400,False,False,False,True,0.0,-0.006830865066357044,1.1475961826540482,8,-829.9384998024854,-0.4943623579558654,774.9129592840701,0.4431140245089275,0.0076351812522654945,2038.306661118167,1.1811273468748285,0.14267363121126975,19193.585711272997,7.823860837873864,0.0,1.1488632750434444,114.88632750434445,22.901334696809915,-4.4299483103290374e-05,774.9129592840702,0.4431140245089275,0.1637521154001128,92123.17347807583,287401.2392176616,111,7,7,-0.05016577811962538,894,5.016577811962538,5.110472665334722,192.24261450061312,0.12012679521399713,0.002320289588275235,False,2.455973137290604,3.119749660882661,16,38.92654974351751,3.7328409476956343,2.8908462976352785,51309.83491876916,17,1.9527806573958597,195.27806573958597,10261.977257747978,252,0.4874274661508704,3.411992263056093,0.011835660630931822,0.0,0.5595238095238095,141,0.0,-2044.6292644755329,-0.7407866922842165,0.12,0.002,30,0.5,0.5,0.04,24,0,3.835498910791147,0.4945984834211084,3.450659630594202,0.544997696811198,11,1,429.14726208952015,459,11
True,True,2.0,4.0,0.5,266.10429256807026,55,50,80,False,momentum_volume_breakout,24,6,12,0.0025,False,1.2,0.33,0.08,48,0.6,71.75330212906228,24.4345886071066,18,0.005,0.0,-0.012521595401389729,1.9852692722281104,6,-549.3308962360976,-0.5180132183438154,136.35419386410783,0.12716006005385547,0.0029055074945534983,465.2031656468595,0.4365798976527384,0.03582495774955685,4383.0577389238915,3.9008166721079824,0.0,0.13593841033294662,13.593841033294662,2.2434092098804372,-1.9777921415239088e-05,136.35419386410788,0.12716006005385547,0.07164155048754936,25818.552123096582,45589.91023339224,47,3,8,-0.06059456729260351,3079,6.059456729260352,6.228427737642399,48.44209521825187,0.04566715989122264,0.0009930040000000408,False,0.8468541799384232,1.7657810560418195,13,3.262892862131063,1.4360691398433238,1.9841077606142454,14401.608493485228,17,0.19771358110295637,19.771358110295637,14401.657068108061,145,0.2804642166344294,1.9632495164410058,0.020379081324448337,0.0,0.6758620689655173,98,-0.028563529836817092,-642.9400428353694,-0.5738994954380892,1.0,0.08,234,True,True,False,True,0.0,-0.009825506057968945,1.7330351476490118,6,-572.2296826998411,-0.5211089683796248,205.4775234396253,0.18363082390408372,0.003803187160241636,543.2695422678785,0.48972992560306816,0.04304334130653675,5140.677464531033,4.271178700008893,0.0,0.1982625922512662,19.82625922512662,3.7846542113818975,-1.820431037478579e-05,205.47752343962534,0.18363082390408372,0.07075509710693852,24605.876356093166,53783.68468451997,43,3,8,-0.052385919869512784,2532,5.2385919869512785,5.3571272192493,12.789628586459266,0.012063913136346194,0.00019732048000006824,False,0.9493907056772631,2.1858065084197453,13,5.569780658830735,1.8573773347513451,2.636130777485482,15901.712271225608,17,0.29177808328426896,29.177808328426895,3180.3443846394375,142,0.2746615087040619,1.9226305609284333,0.017928326606920415,0.0,0.6971830985915493,99,-0.028810777574830304,-696.7116456854714,-0.5837279650031214,0.04,0.002,50,1.0,0.5,0.04,48,0,2.0301050409123462,0.3428659893687193,4.107419717775619,0.724280738754423,11,2,409.04921817045624,181,11
True,True,1.5,2.0,1.5,278.5756963031054,30,30,200,True,momentum_volume_breakout,96,8,36,0.001,True,1.2,0.33,0.005,96,0.75,73.61646050174843,35.8152384235123,18,0.0,0.0,-0.01062027630515286,1.463958099860681,8,-624.6493152030865,-0.46158018452378036,398.4732802140099,0.281284796370058,0.006068968062907322,1421.5958756311063,1.0241497772638966,0.10641931142721717,12089.028902305103,6.8564873411920875,0.0,0.6479594036695477,64.79594036695477,12.5541870661956,-4.8408723153473235e-05,398.4732802140099,0.281284796370058,0.16681440889676846,80579.76166119814,183385.8679564127,129,7,8,-0.05161301167913091,1818,5.161301167913091,5.271524500826538,-1.9072506022165108,-0.002474896186228124,-2.0493866010275e-05,False,2.2758303595817053,2.2758303595817058,14,19.918641239992354,2.7007280183293676,1.9313019503369828,38378.754041215885,17,1.028061062952144,102.8061062952144,38378.93360500762,258,0.4990328820116054,3.493230174081238,0.01665203095049792,0.0,0.5,129,-0.008455875458865614,-1424.8684831695866,-0.7033830134498308,1.0,0.025,719,True,True,True,True,0.0,-0.007763607527764987,1.2236370495306899,8,-750.0530358685794,-0.46888785360321494,667.31652513806,0.3971160790607604,0.007503636346313563,1861.9565837007988,1.1270336794489684,0.13118887051132644,17948.94326475437,7.823860837873863,0.0,1.0286315410423876,102.86315410423876,22.220956301792402,-4.462054047765973e-05,667.3165251380599,0.3971160790607604,0.16681440889676846,88506.25823249234,260673.92171811187,118,7,8,-0.046291056382637114,1585,4.629105638263711,4.709389673093224,126.22410511486538,0.0730228488343019,0.0015800985796569557,False,2.482433234264039,2.9452597694658103,16,37.19242483094344,3.414375500858553,2.5841514139734345,49467.79498504764,17,1.7216766348561954,172.16766348561953,9893.568258169564,258,0.4990328820116054,3.493230174081238,0.012677484954482832,0.0,0.5426356589147286,140,0.0,-1946.4901432049717,-0.7407866922842165,0.08,0.001,150,0.0,1.0,0.015,120,0,4.234531039539919,0.4590839774134023,3.111883318034714,0.5430942439285841,11,3,402.6797842381134,463,11
True,True,1.5,3.0,0.75,544.1068149205373,40,8,400,True,vwap_profile_confluence,48,8,6,0.0025,True,1.2,0.67,0.01,72,0.7,70.71989278859635,35.28472571269684,48,0.0025,0.0,-0.012764368058800137,1.9571895577128677,8,-735.429591549013,-0.5820780334945422,329.041021053482,0.26235210772252965,0.0050736106578811065,987.9990193312173,0.7850945760950029,0.09810180726842321,11840.273332217215,10.770206330572583,0.0,0.4373848855517819,43.73848855517819,7.250906711768214,-3.685364010954275e-05,329.04102105348215,0.26235210772252965,0.13264566040776857,57363.508140823,124487.87643573334,78,4,8,-0.06032140571356499,1748,6.032140571356499,6.230559048533465,76.37112046102628,0.05906522692257888,0.0009930040000001254,False,1.3434311464816433,2.170158005854962,12,11.127785816804238,1.8494344964092444,2.432951424875654,30641.54222296216,17,0.6712436829491026,67.12436829491027,30641.670630541503,204,0.3945841392649903,2.762088974854932,0.018709269943125346,0.0,0.6176470588235294,126,-0.03058808470743224,-1079.4416948670168,-0.7049285623448255,1.0,0.08,863,True,True,False,True,0.0,-0.009792151657138695,1.6757201186533734,8,-807.2895005790548,-0.5765521962762377,507.6793918665811,0.36488288260387924,0.006215497644401757,1272.1961898000905,0.9122288586969705,0.10796073466839151,14097.889087007079,12.08227946475726,0.0,0.6523227509997362,65.23227509997362,12.25455765334526,-3.469414203560124e-05,507.67939186658117,0.36488288260387924,0.13256507373680393,60546.7125434291,164113.30848421168,75,4,14,-0.05323103203334839,1380,5.323103203334839,5.55335713782538,44.47276691617052,0.03246152016365709,0.0005444720860049862,True,1.5758859602256268,2.7105238515880785,13,19.45605636124052,2.2915721039179524,3.079360190789623,37376.75337645648,17,1.035665959407826,103.56659594078259,7475.356612038748,204,0.3945841392649903,2.762088974854932,0.014660415707153278,0.0,0.6323529411764706,129,-0.022683063378913126,-1330.8771758961063,-0.7507319847512415,0.05,0.002,50,0.0,1.5,0.01,120,0,5.127296965636937,0.3815056223637137,3.43199869549162,0.6818041063061648,11,4,400.10971947836583,348,11
True,False,3.0,4.0,1.5,201.3437711925901,55,10,200,True,momentum_volume_breakout,36,8,3,0.01,True,0.8,0.5,0.01,120,0.68,63.06593402908672,22.88406231132351,6,0.0,0.0,-0.013697534908399577,1.4241253748655962,8,-263.59425247818695,-0.2561415745325337,82.04288871135104,0.07975013422511389,0.002380776757873394,372.1312036382847,0.3616592469324253,0.02868269035371296,2470.0192863399934,2.329479148813694,0.0,0.058985826015794496,5.89858260157945,1.438499486694159,-9.74631962680466e-06,82.04288871135103,0.07975013422511389,0.06680635022967202,12388.929866474788,20839.347403743952,47,9,5,-0.041005107448005326,6498,4.100510744800532,4.178266420825749,45.03092169027523,0.043893918620519876,0.0011473711295059742,False,1.4117576545758692,1.6820942267286958,11,2.060820727755532,1.2654561547316916,0.36303893881593297,7483.663261991716,17,0.08450417537269211,8.450417537269212,7483.6866797587345,103,0.19922630560928434,1.3945841392649903,0.01927823265942074,0.0,0.5436893203883495,56,-0.019373332973043778,-431.19611666278144,-0.4246163285937385,1.0,0.01,360,True,True,False,True,0.0,-0.008779354380296492,0.9919342332749201,8,-275.0693183820994,-0.25943589447563736,147.41152172340753,0.13843128367212362,0.003826634421634114,426.79401276092005,0.4015369982537075,0.03379950535651921,2756.6952404863655,2.456705295200942,0.0,0.10502137262203948,10.502137262203949,3.086964492771239,-8.615642048842587e-06,147.41152172340742,0.13843128367212362,0.06680635022967202,11277.842053666074,26461.22879117705,41,9,7,-0.03402092018485103,5142,3.4020920184851033,3.453402987042505,104.72820866623113,0.09904862608960509,0.0026468744623445854,False,1.551587124551854,2.346302481029634,12,4.462955926827636,2.000520718809408,0.6679971740057696,8188.702792803514,17,0.15183386737511087,15.183386737511087,1637.741558953778,103,0.19922630560928434,1.3945841392649903,0.01346702527278915,0.0,0.6019417475728155,62,-0.016204351677673978,-434.03261816793815,-0.41723619818719804,0.04,0.0,75,0.75,1.5,0.04,240,0,0.9912458620805831,0.27892356365494236,4.33678120855956,0.562709891118982,10,5,364.6576728868469,127,11
True,True,1.5,8.0,0.75,261.54078513600837,30,14,300,True,momentum_volume_breakout,24,6,24,0.005,True,1.5,0.33,0.025,96,0.6,63.231384161063794,31.363715407714167,36,0.0005,0.0,-0.013230781537127905,1.7711827673900096,6,-652.0919206165934,-0.5652414641344091,237.60257775086075,0.20025576351417324,0.004426462094180785,825.9489395744996,0.7064716721204937,0.08163759452262442,8397.812222892213,6.806277675183246,0.0,0.3250785824980702,32.50785824980702,5.938332666548584,-3.771955766451873e-05,237.60257775086058,0.20025576351417324,0.10000805866709646,53471.53749056066,102417.6685072379,82,3,7,-0.054742400056042834,1846,5.474240005604283,5.616580414134303,64.82266479423805,0.05670696794997701,0.001007004000000055,False,1.2666142816085095,1.9153679380421353,14,8.941173745865813,1.9503765387374405,1.6672613377776464,25971.22708381437,17,0.48946131016677336,48.946131016677334,25971.327972499013,206,0.3984526112185687,2.7891682785299805,0.019592596335614002,0.0,0.6019417475728155,124,-0.037232712560021586,-1018.0164979241938,-0.7012804362376119,1.0,0.04,947,True,False,False,True,0.0,-0.00939761444705194,1.4836751816718314,6,-730.2935553456623,-0.5718446378304107,394.6244208152392,0.3012806891532022,0.00575288290375479,1052.2687761093046,0.8117231880051605,0.09028251476109062,10333.346092530666,7.18152425814836,0.0,0.5224405018573708,52.24405018573708,12.767621639390821,-3.5257719219573916e-05,394.6244208152392,0.3012806891532022,0.10000805866709646,55502.31020627032,136794.9408942096,76,3,7,-0.04091917168390478,1803,4.091917168390478,4.283327251617951,34.07542005208512,0.0270097435255648,0.00040567914166270966,False,1.4408846530368806,2.4646711170367706,14,19.866636430452246,2.612903470072296,2.3083624526389355,31512.80820372209,17,0.8129263068793926,81.29263068793927,6302.566405063981,206,0.3984526112185687,2.7891682785299805,0.014583196063187828,0.0,0.6310679611650486,130,-0.02661710700015285,-1265.1395076419428,-0.7407866922842165,0.08,0.0005,50,1.5,0.25,0.01,168,0,3.3857349299292525,0.3549157473553233,2.8523465161594896,0.5882536123193515,11,6,353.4340754002422,376,11
True,False,2.0,4.0,1.0,231.7347635237782,20,10,100,True,vwap_pullback,36,8,18,0.0025,True,1.5,0.33,0.005,96,0.68,65.67674104056684,37.13295701006989,18,0.0,0.0,-0.007938639389859432,1.0145694620384262,8,-463.8803852680735,-0.3969699691504917,198.3669046630306,0.17342279704035787,0.0030065065074747575,785.513986457618,0.6791318474776061,0.09229255894283428,9253.38686152967,8.616459411262795,0.0,0.24457526314355715,24.457526314355714,6.66053468629692,-2.7730823935458e-05,198.3669046630308,0.17342279704035787,0.11894592634378273,39893.713133054334,76194.85668638893,86,7,8,-0.03672006447871747,2606,3.6720064478717473,3.7080253538856205,59.44133951317731,0.05026213565524292,0.0009930039999999681,False,1.693354604773113,1.909946472825487,12,9.88591498099747,1.7630926701302576,1.2846194678215563,24412.12702209524,17,0.3630114355333461,36.30114355333461,24412.212147576574,183,0.3539651837524178,2.4777562862669247,0.011031760296320258,0.0,0.5300546448087432,97,-0.023476864696234,-750.6687725400324,-0.5779381867503474,1.0,0.025,596,True,True,False,True,0.0,-0.004408741375484063,0.6903422286195078,8,-516.3084202695137,-0.39417758239107537,358.1799515462541,0.2822923301975577,0.0044595403034645344,951.8693048890688,0.741547133239382,0.10927293607732036,10843.800581489568,9.455359182811785,0.0,0.4277867101482633,42.77867101482633,17.93729367119864,-2.3704102015753682e-05,358.17995154625396,0.2822923301975577,0.11894592634378273,38206.82309994402,103753.75423290851,74,5,8,-0.023849010781105028,1132,2.3849010781105027,2.406673164775789,22.994882543391682,0.01854181677736623,0.0001973204800000436,False,1.84360600664268,2.715581820595299,14,27.484129943408707,2.5423566721296256,2.069021247718204,29989.347764109865,17,0.6554693113296458,65.54693113296459,5997.873614187391,183,0.3539651837524178,2.4777562862669247,0.006438546471093635,0.0,0.5956284153005464,109,-0.018890426368668445,-911.3653946512629,-0.5862699096361905,0.03,0.002,20,0.75,1.0,0.04,48,0,3.94407067748602,0.27681920004028426,3.509586129117261,0.5752357202937474,11,7,342.83982880854785,269,11
True,True,4.0,8.0,0.5,244.037396128441,55,8,400,True,vwap_profile_confluence,18,8,18,0.0025,True,2.0,0.67,0.04,168,0.8,69.98979215204554,40.81031989980147,24,0.0025,0.0,-0.0030484741316369403,0.44101539749144997,8,-199.1679070698692,-0.1773605603060772,170.33164092237882,0.14837622498898134,0.006874497003325807,563.1680024720321,0.4946858598816224,0.06612991085969822,3808.049411451368,3.437227597823711,0.0,0.2257038592288212,22.570385922882117,11.100282373867369,-1.4548376992539474e-05,170.33164092237882,0.14837622498898134,0.12837456684664356,20115.9586140568,53500.960234843056,101,9,7,-0.02033316375448072,1518,2.033316375448072,2.048877637190823,-9.23759315433612,-0.008206036072844342,-0.00030904457823416115,False,2.8276041595118517,2.6596276747883745,14,16.41899018957607,2.72602282592706,1.5740750397513363,11177.362831721077,17,0.33385001620786264,33.38500162078626,11177.418571503445,196,0.379110251450677,2.653771760154739,0.004994768912822432,0.0,0.4846938775510204,95,-0.0057486083915672115,-395.2712708996011,-0.368536581107013,1.0,0.04,1160,False,False,False,True,0.0,-0.0018990845097037862,0.3817834575388307,8,-231.73010969705305,-0.19704628513119574,234.16875942613729,0.19431180923544628,0.008381507179891176,542.1358085075682,0.45300614279983675,0.07358990468083482,4133.743817630457,3.561790850553173,0.0,0.3058568891265989,30.58568891265989,19.60925117816543,-1.2505785386682885e-05,234.16875942613729,0.19431180923544628,0.12837456684664356,18074.948556370142,63972.025403893065,78,8,8,-0.015597581281796493,817,1.5597581281796493,1.5700718953163602,35.99579724488629,0.03001854530609079,0.0012909468628696475,False,2.339513881973805,3.53926459067832,14,29.42576545575572,3.350536269368633,2.4437264498335094,12253.362783382468,17,0.4589707684752293,45.897076847522925,2450.6749807208394,196,0.379110251450677,2.653771760154739,0.003389125463638842,0.0,0.6020408163265306,118,-0.00031978296862655853,-418.9507955226886,-0.35460704606668647,0.08,0.002,150,0.75,0.5,0.005,48,0,1.7995738265618764,0.20233054407535206,3.90619220631538,0.5734256028278226,11,8,341.9160122323225,375,11
True,True,3.0,8.0,1.5,231.86895764967102,40,8,100,False,momentum_volume_breakout,18,8,36,0.015,True,0.8,0.5,0.025,240,0.68,68.28397574567397,26.252234644547375,12,0.0005,0.0,-0.007652674348569502,1.0326421499986072,8,-325.2773885494932,-0.27130495789535236,204.3957569472628,0.1664427668127199,0.00570691219022166,742.3450453424057,0.6110302997193557,0.05006137852635906,5759.766387769239,3.973656956632482,0.0,0.348798474667525,34.8798474667525,7.4702598655413635,-2.8721208897716425e-05,204.3957569472628,0.1664427668127199,0.17027963574824723,42286.0605114341,95020.16580382794,130,7,7,-0.04669161193126015,1797,4.6691611931260155,4.76030955061239,-4.286854565921288,-0.0030425469813354683,-0.00015632238104297386,False,2.2821907438839784,2.247080117054995,15,11.294128240856079,2.745392536833661,2.146440609052057,19377.742405500998,17,0.527341052923938,52.73410529239379,19377.833895181422,258,0.4990328820116054,3.493230174081238,0.013776875516038577,0.0,0.49612403100775193,128,-0.030950946721551076,-595.4272417557454,-0.42461632859373843,1.0,0.08,264,True,True,False,True,0.0,-0.005719572478844178,0.9170747912766746,8,-350.0466864187345,-0.26949517723707256,298.7855332353561,0.22417152885131766,0.007159262053061684,845.6584040866609,0.6402620382686751,0.06294510337244352,7139.733741768124,4.31113388712986,0.0,0.4974015329972852,49.74015329972852,13.092904605187794,-2.5921446783481015e-05,298.78553323535596,0.22417152885131766,0.17036022241921187,41305.50899741067,118392.1765721325,118,7,7,-0.037990159402841756,1769,3.7990159402841757,3.860415664632251,59.053397292339724,0.04475617032427738,0.0017314627853973561,False,2.415844619866115,2.8662563286547127,15,20.29121982808942,3.418406374934926,3.0281632430183163,22160.1056567439,17,0.7708666757472203,77.08666757472203,4432.025278500233,258,0.4990328820116054,3.493230174081238,0.010517022115965658,0.0,0.5426356589147286,140,-0.02518094164627216,-673.767002873906,-0.417236198187198,0.08,0.002,20,1.25,1.0,0.025,24,0,2.1154711920554683,0.24404548695430564,3.3866387388239416,0.5455673929362631,11,9,336.387906610491,449,11
True,True,2.0,3.0,1.0,265.76802941825844,55,50,100,False,vwap_profile_confluence,48,8,18,0.0025,True,1.0,0.67,0.015,72,0.8,70.7158730823676,33.604792441830405,18,0.0005,0.0,-0.006275974737133844,0.9472789052751711,8,-622.0878597395529,-0.4261058707047956,411.3893878054167,0.2746971544222013,0.005823135374158277,1177.3784065740413,0.7941158671633873,0.12103760592731372,14853.604522666996,7.625792790508449,0.0,0.7553957483694542,75.53957483694542,19.792259797789168,-4.3871008096751263e-05,411.38938780541673,0.2746971544222013,0.19832379724393584,78383.07032718364,200154.329117587,126,8,12,-0.03816622033497324,908,3.8166220334973238,3.882072435894216,64.27760380664509,0.04853273220709818,0.0009930040000000909,False,1.892623988944214,2.5535403025437815,15,31.905506419460547,3.1326941906395325,3.8112438717381196,39568.81482298692,17,1.2177125879040342,121.77125879040342,39569.015732074025,296,0.5725338491295938,4.007736943907156,0.009744018977230193,0.0,0.5743243243243243,170,-0.0201716860704384,-1138.8687227209593,-0.5937580858095025,1.0,0.04,92,True,False,False,True,0.0,-0.004785037366893743,0.8349273246003167,8,-690.3714180485093,-0.4089883067362292,624.234221927414,0.3622055514675576,0.007074324851967558,1545.9692108760496,0.9029276819322817,0.15622328086099113,21035.662237089164,8.63689579917491,0.0,1.0945683370577437,109.45683370577437,32.59287299662156,-4.0679038018034726e-05,624.2342219274137,0.3622055514675576,0.1988073172697236,84225.31300191807,268998.64269243256,122,8,14,-0.03358305777987728,908,3.358305777987728,3.4681160047066086,91.832503167646,0.06117411423500914,0.001156520516273389,False,2.239329686107343,3.193798076907196,15,55.01980519511513,3.712307514429464,4.6161832493386505,49239.283051851,17,1.8477332969051437,184.77332969051437,9847.86636478825,296,0.5725338491295938,4.007736943907156,0.007855878830610188,0.0,0.5878378378378378,174,-0.014080784597076068,-1440.1824577309608,-0.6103839467887127,0.12,0.0005,75,0.5,0.5,0.08,240,0,5.001785075862417,0.2575098332680896,2.7048116858236724,0.5808253998801284,11,10,317.3152299099001,603,11
